Learner SignUp DateTime,Opportunity Id,Opportunity Name,Opportunity Category,Opportunity End Date,Date of Birth,Gender,Country,Institution Name,Current/Intended Major,Entry created at,Status Description,Status Code,Apply Date,Opportunity Start Date
2024-02-18 21:10:14,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2001-09-27,Male,Egypt,MUSTuniversity,Biomedical Engineering,2024-03-11 12:03:12,Team Allocated,1070,2024-02-18 21:43:00,2024-01-28 23:30:00
2024-02-21 07:22:24,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2000-08-09,Female,United States,Saint Louis University,Computer Science,2024-03-11 12:03:12,Team Allocated,1070,2024-02-18 21:43:00,2024-01-28 23:30:00
2023-06-16 09:40:36,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2002-01-31,Male,India,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-01-26 01:02:18,2024-01-28 23:30:00
2023-08-15 03:26:07,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,1999-03-07,Male,Pakistan,Lasbela University of Agriculture Water & Marine Sciences,Economics,2024-03-11 12:03:12,Team Allocated,1070,2024-02-03 14:51:22,2024-01-28 23:30:00
2024-01-12 13:43:20,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,1994-07-24,Female,United States,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-04 15:35:45,2024-01-28 23:30:00
2023-10-19 16:11:55,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2000-06-28,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-01-30 17:23:57,2024-01-28 23:30:00
2023-09-16 05:56:22,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2000-08-28,Female,United States,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-03-06 05:59:06,2024-01-28 23:30:00
2023-09-16 05:56:22,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,1990-10-26,Male,Ghana,College of Health and Well-Being  Kintampo,Medical Laboratory Science,2024-03-11 12:03:12,Team Allocated,1070,2024-03-06 05:59:06,2024-01-28 23:30:00
2024-02-21 01:14:13,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2000-08-31,Female,United States,Saint Louis University,Computer Science and Engineering,2024-03-11 12:03:12,Team Allocated,1070,2024-02-21 01:18:55,2024-01-28 23:30:00
2023-04-30 18:22:02,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2001-05-12,Male,India,Vishnu Institute of Technology,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-12 20:59:05,2024-01-28 23:30:00
2024-02-06 18:11:11,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2000-02-27,Male,United States,saint louis university,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-08 05:05:15,2024-01-28 23:30:00
2023-12-08 15:36:09,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2003-11-10,Male,India,ANANTHA LAKSHMI INSTITUTE OF TECHNOLOGY AND SCIENCES,Artificial Intelligence and Machine learning,2024-03-11 12:03:12,Team Allocated,1070,2024-01-26 13:09:42,2024-01-28 23:30:00
2023-05-12 16:21:18,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,1999-11-04,Female,United States,saint louis university,Data Analytics,2024-03-11 12:03:12,Team Allocated,1070,2024-02-07 18:08:03,2024-01-28 23:30:00
2023-07-09 06:53:09,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2000-09-17,Male,United States,Saint Louis University,Computer Science,2024-03-11 12:03:12,Team Allocated,1070,2024-02-09 17:03:27,2024-01-28 23:30:00
2024-03-05 16:39:21,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2006-10-14,Female,Ethiopia,Lideta Catholic Cathedral School,Computer Science,2024-03-11 12:03:12,Team Allocated,1070,2024-03-05 17:48:02,2024-01-28 23:30:00
2023-10-03 01:43:17,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2000-09-24,Female,United States,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-11 02:12:35,2024-01-28 23:30:00
2024-02-21 13:52:35,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2000-05-15,Male,Ghana,Saint Louis University,Law and Legal Studies,2024-03-11 12:03:12,Team Allocated,1070,2024-02-22 06:54:08,2024-01-28 23:30:00
2024-02-19 13:58:35,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2004-08-27,Female,India,Teerthanker Mahaveer University,Business Administration,2024-03-11 12:03:12,Team Allocated,1070,2024-02-19 14:22:08,2024-01-28 23:30:00
2023-10-29 12:08:39,00000000-100J-PM3A-0WJ8-5T68M5,Jump Start: Developing your Emotional Intelligence,Course,2025-12-24 03:34:00,2005-04-10,Male,Bangladesh,Cantonment Public School and College  Rangpur,Data Analyst,2024-03-11 12:03:12,Team Allocated,1070,2024-02-11 11:11:06,2024-01-28 23:30:00
2023-06-16 10:41:29,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2000-04-16,Female,India,Balaji institute of technology and science,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-21 04:15:05,2024-03-08 14:00:00
2023-10-19 04:22:36,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1998-11-25,Male,United States,saint louis University,Cyber Security,2024-03-11 12:03:12,Team Allocated,1070,2024-03-07 19:06:42,2024-03-08 14:00:00
2024-02-06 22:54:38,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-02-07,Male,United States,Saint Louis University,Computer Science,2024-03-11 12:03:12,Team Allocated,1070,2024-03-07 19:06:42,2024-03-08 14:00:00
2023-08-15 09:41:38,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-11-15,Female,Nigeria,Delta state University  Abraka,Economics,2024-03-11 12:03:12,Team Allocated,1070,2024-02-23 16:58:26,2024-03-08 14:00:00
2024-02-19 09:58:40,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1979-09-29,Female,Kenya,Kenya Railways Corporation,Procurement and Supply Chain Management,2024-03-11 12:03:12,Team Allocated,1070,2024-02-19 10:36:51,2024-03-08 14:00:00
2023-09-15 07:06:52,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-12-02,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-05 20:14:19,2024-03-08 14:00:00
2024-02-21 04:43:53,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2007-03-30,Male,Nigeria,OAU Ile ife,Political Science,2024-03-11 12:03:12,Team Allocated,1070,2024-02-21 04:49:49,2024-03-08 14:00:00
2024-02-05 19:26:19,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1999-08-01,Female,United States,saint louis university,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-08 02:19:32,2024-03-08 14:00:00
2024-01-30 02:01:51,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-07-11,Male,United States,saint louis university,Data Analytics,2024-03-11 12:03:12,Team Allocated,1070,2024-01-30 02:58:21,2024-03-08 14:00:00
2024-02-29 07:09:26,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1999-04-16,Male,India,Saint Louis University,Computer Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-29 07:29:11,2024-03-08 14:00:00
2023-05-27 14:08:30,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-05-13,Female,Nigeria,University of Ibadan,Communication and Language Arts Education,2024-03-11 12:03:12,Team Allocated,1070,2024-02-04 07:04:40,2024-03-08 14:00:00
2024-02-29 03:12:24,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-12-14,Male,India,Indian Institute of Information Technology  Bhopal,Information Technology,2024-03-11 12:03:12,Team Allocated,1070,2024-02-29 03:24:19,2024-03-08 14:00:00
2024-03-02 22:14:35,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-07-10,Female,United States,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-03-02 22:34:05,2024-03-08 14:00:00
2024-03-02 22:14:35,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2007-12-01,Female,Nigeria,Revelation Secondary School,Poetry,2024-03-11 12:03:12,Team Allocated,1070,2024-02-29 01:08:01,2024-03-08 14:00:00
2023-08-23 18:20:29,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-02-07,Male,United States,Saint Louis university,Computer Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-08 01:28:18,2024-03-08 14:00:00
2023-08-25 16:20:35,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2000-06-21,Male,United States,Saint Louis University,Cyber Security,2024-03-11 12:03:12,Team Allocated,1070,2024-02-22 16:44:18,2024-03-08 14:00:00
2023-01-05 16:33:25,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2000-11-04,Female,India,MVSR ENGINEERING COLLEGE,Eee,2024-03-11 12:03:12,Team Allocated,1070,2024-02-23 05:39:44,2024-03-08 14:00:00
2023-04-17 03:09:39,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-07-12,Male,United States,saint louis university,Computer Science,2024-03-11 12:03:12,Team Allocated,1070,2024-01-28 16:48:03,2024-03-08 14:00:00
2024-01-04 02:23:57,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-07-05,Male,India,Saint Louis University,Cyber Security,2024-03-11 12:03:12,Team Allocated,1070,2024-01-30 03:17:19,2024-03-08 14:00:00
2023-08-09 16:38:48,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-01-28,Male,Pakistan,National University of Science and Technology,Mechanical Engineering,2024-03-11 12:03:12,Team Allocated,1070,2024-01-29 09:50:25,2024-03-08 14:00:00
2023-08-09 16:38:48,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1999-03-26,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-22 16:07:17,2024-03-08 14:00:00
2024-02-27 21:23:13,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1989-07-27,Male,Nigeria,Saint Louis University,Cyber Security,2024-03-11 12:03:12,Team Allocated,1070,2024-02-27 21:52:37,2024-03-08 14:00:00
2024-01-17 15:35:52,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1999-01-22,Male,United States,Saint Louis University,Artificial Intelligence and Robotics,2024-03-11 12:03:12,Team Allocated,1070,2024-02-03 21:21:47,2024-03-08 14:00:00
2023-12-20 19:18:47,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1996-03-05,Male,United States,Saint louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-03-07 03:10:16,2024-03-08 14:00:00
2023-08-04 09:18:18,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2003-06-07,Male,Pakistan,Karakurum international university gilgit,Data Science,2024-03-11 12:03:12,Team Allocated,1070,2024-01-29 07:14:56,2024-03-08 14:00:00
2023-02-23 13:56:47,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-11-14,Male,India,Vignan's Lara institute of Technology & science,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-29 20:54:44,2024-03-08 14:00:00
2024-02-22 09:12:21,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1995-08-18,Female,Nigeria,Federal University Wukari Taraba state Nigeria,Biology,2024-03-11 12:03:12,Team Allocated,1070,2024-02-22 09:20:06,2024-03-08 14:00:00
2024-01-07 04:02:56,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2003-03-04,Male,India,Pace Institute Of Technology And Sciences,Artificial Intelligence and Machine learning,2024-03-11 12:03:12,Team Allocated,1070,2024-01-31 12:45:50,2024-03-08 14:00:00
2024-01-08 04:42:52,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-04-27,Male,United States,Saint Louis University,Computer Science and Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-21 17:05:41,2024-03-08 14:00:00
2024-03-07 01:13:07,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1998-01-05,Male,Yemen,Thamar University,Dentistry,2024-03-11 12:03:12,Team Allocated,1070,2024-03-07 22:17:48,2024-03-08 14:00:00
2023-05-16 01:39:00,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2005-09-16,Male,India,Vellore Institute of Technology,Electronics and Communication,2024-03-11 12:03:12,Team Allocated,1070,2024-02-21 19:10:59,2024-03-08 14:00:00
2024-02-02 21:48:58,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2003-07-03,Male,India,CLUSTER INNOVATION CENTRE  UNIVERSITY OF DELHI,Information Technology,2024-03-11 12:03:12,Team Allocated,1070,2024-02-02 21:58:24,2024-03-08 14:00:00
2023-07-07 16:49:16,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1998-09-10,Male,Nigeria,Kebbi state University of science and technology aliero,Biology,2024-03-11 12:03:12,Team Allocated,1070,2024-02-06 05:44:20,2024-03-08 14:00:00
2023-07-09 10:00:31,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-08-24,Male,United States,GM INSTITUTE OF TECHNOLOGY,Computer Science,2024-03-11 12:03:12,Team Allocated,1070,2024-01-26 16:22:16,2024-03-08 14:00:00
2023-04-13 21:42:08,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-03-08,Female,Nigeria,Global wealth university,Business Administration,2024-03-11 12:03:12,Team Allocated,1070,2024-02-03 05:49:00,2024-03-08 14:00:00
2023-12-07 21:36:53,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-08-20,Male,United States,Saint Louis University,Business Analytics,2024-03-11 12:03:12,Team Allocated,1070,2024-02-12 16:09:11,2024-03-08 14:00:00
2023-03-26 19:37:11,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2003-03-21,Male,India,St. Xaviers college,Commerce,2024-03-11 12:03:12,Team Allocated,1070,2024-02-15 16:59:01,2024-03-08 14:00:00
2023-03-26 19:37:11,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1999-10-19,Male,Nigeria,Saint Louis university,Cyber Security,2024-03-11 12:03:12,Team Allocated,1070,2024-02-23 08:49:51,2024-03-08 14:00:00
2023-03-20 04:59:40,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-10-14,Male,India,Saint Louis University,Project Management,2024-03-11 12:03:12,Team Allocated,1070,2024-01-28 21:13:07,2024-03-08 14:00:00
2024-02-13 10:59:01,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2000-07-20,Male,India,Dhanekula Institute of Engineering and Technology,Computer Science and Engineering,2024-03-11 12:03:12,Team Allocated,1070,2024-02-13 11:26:42,2024-03-08 14:00:00
2024-02-13 10:59:01,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1993-07-05,Male,Ghana,Illinois Institute of Technology,Mechanical and Aerospace Engineering,2024-03-11 12:03:12,Team Allocated,1070,2024-02-09 16:40:10,2024-03-08 14:00:00
2023-08-30 02:27:32,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1997-08-28,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-06 15:24:18,2024-03-08 14:00:00
2024-01-30 23:54:25,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-06-30,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-06 15:24:18,2024-03-08 14:00:00
2024-02-28 08:26:38,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1994-06-22,Female,Nigeria,Saint Louis University,Civil Engineering,2024-03-11 12:03:12,Team Allocated,1070,2024-02-28 12:28:27,2024-03-08 14:00:00
2024-01-16 03:39:57,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1997-08-29,Male,United States,Saint Louis University,Computer Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-23 17:47:22,2024-03-08 14:00:00
2023-08-22 11:24:49,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1997-03-21,Male,India,campus law cente  DU,Law and Legal Studies,2024-03-11 12:03:12,Team Allocated,1070,2024-01-31 10:39:07,2024-03-08 14:00:00
2023-09-24 05:26:10,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2000-05-31,Male,India,MIT-WPU,Pharmacy and Pharmacology,2024-03-11 12:03:12,Team Allocated,1070,2024-02-12 02:32:30,2024-03-08 14:00:00
2024-03-07 16:40:14,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2003-09-22,Female,India,Dhanalakshmi Srinivasan Engineering College,Computer Science and Engineering,2024-03-11 12:03:12,Team Allocated,1070,2024-03-07 16:57:38,2024-03-08 14:00:00
2024-01-26 02:06:01,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1995-10-06,Female,United States,saint louis university,Health Data Science,2024-03-11 12:03:12,Team Allocated,1070,2024-01-26 02:43:03,2024-03-08 14:00:00
2024-03-01 09:46:02,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1999-04-15,Female,Egypt,Mansoura University,Marketing,2024-03-11 12:03:12,Team Allocated,1070,2024-03-03 03:06:32,2024-03-08 14:00:00
2023-10-04 21:22:37,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1998-05-06,Female,United States,saint louis university,Health Data Science,2024-03-11 12:03:12,Team Allocated,1070,2024-01-30 17:30:12,2024-03-08 14:00:00
2023-03-27 12:45:36,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-04-04,Male,Pakistan,wah engineering college,Mechatronics Engineering,2024-03-11 12:03:12,Team Allocated,1070,2024-02-09 13:49:10,2024-03-08 14:00:00
2024-02-11 03:45:10,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2000-08-01,Male,Gambia,University of The Gambia,Computer Science,2024-03-11 12:03:12,Team Allocated,1070,2024-02-11 17:52:53,2024-03-08 14:00:00
2023-03-21 07:56:42,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1999-11-17,Female,United States,Mahatma Gandhi University,Information Systems,2024-03-11 12:03:12,Team Allocated,1070,2024-02-21 12:24:27,2024-03-08 14:00:00
2024-02-04 03:50:54,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1997-09-08,Male,United States,Saint Louis University,Information Systems,2024-03-11 12:03:13,Team Allocated,1070,2024-02-08 02:21:40,2024-03-08 14:00:00
2024-02-13 04:45:08,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1972-06-25,Male,Nigeria,National open university of Nigeria,Economics,2024-03-11 12:03:13,Team Allocated,1070,2024-02-13 04:55:58,2024-03-08 14:00:00
2024-02-13 03:17:26,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-02-22,Male,India,saint Louis university,Analytics,2024-03-11 12:03:13,Team Allocated,1070,2024-02-19 20:00:05,2024-03-08 14:00:00
2023-11-22 08:08:52,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2000-11-26,Female,India,saint louis university,Information Systems,2024-03-11 12:03:13,Team Allocated,1070,2024-03-02 22:34:01,2024-03-08 14:00:00
2024-01-14 02:21:40,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1999-10-18,Female,United States,Saint Louis University,Analytics,2024-03-11 12:03:13,Team Allocated,1070,2024-01-30 22:43:44,2024-03-08 14:00:00
2023-10-20 06:26:11,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2000-06-20,Male,United States,Saint Louis University,Data Analytics,2024-03-11 12:03:13,Team Allocated,1070,2024-02-24 18:59:38,2024-03-08 14:00:00
2024-03-03 17:24:34,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-09-22,Male,Nigeria,Enugu State University of Science and technology,Pharmacy and Pharmacology,2024-03-11 12:03:13,Team Allocated,1070,2024-03-03 17:30:58,2024-03-08 14:00:00
2023-04-24 08:07:54,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1998-03-22,Male,India,Saint louis university,Computer Science,2024-03-11 12:03:13,Team Allocated,1070,2024-02-23 23:45:35,2024-03-08 14:00:00
2024-03-01 23:46:32,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2000-05-01,Male,United States,Saint Louis university,Computer Science,2024-03-11 12:03:13,Team Allocated,1070,2024-03-08 01:52:25,2024-03-08 14:00:00
2023-12-23 05:41:00,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-02-18,Female,United States,saint louis university,Information Systems,2024-03-11 12:03:13,Team Allocated,1070,2024-02-22 20:15:14,2024-03-08 14:00:00
2023-04-22 05:21:40,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-01-01,Male,United States,saint louis university,Information Systems,2024-03-11 12:03:13,Team Allocated,1070,2024-02-02 21:44:13,2024-03-08 14:00:00
2024-02-22 23:14:39,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1996-09-18,Male,Ghana,University of Education   Winneba,Music,2024-03-11 12:03:13,Team Allocated,1070,2024-02-24 19:08:13,2024-03-08 14:00:00
2024-02-27 08:13:44,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-10-14,Male,India,codebasics,Data Analytics,2024-03-11 12:03:13,Team Allocated,1070,2024-02-27 08:18:13,2024-03-08 14:00:00
2024-02-28 22:53:49,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2004-05-22,Male,Ghana,Accra Technical University,Electrical Engineering,2024-03-11 12:03:13,Team Allocated,1070,2024-02-28 22:59:46,2024-03-08 14:00:00
2023-08-24 16:37:04,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1996-07-22,Male,United States,Saint Louis,MS Biostatistics and Health Analytics,2024-03-11 12:03:13,Team Allocated,1070,2024-01-26 03:09:43,2024-03-08 14:00:00
2024-02-23 03:12:41,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-09-25,Female,India,Kadi Sarva Vishwavidyalaya,Computer Engineering,2024-03-11 12:03:13,Team Allocated,1070,2024-02-23 03:39:09,2024-03-08 14:00:00
2023-08-19 19:37:12,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2001-10-30,Male,United States,Saint louis university,Information Systems,2024-03-11 12:03:13,Team Allocated,1070,2024-01-27 02:06:49,2024-03-08 14:00:00
2024-02-29 16:17:27,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1996-11-21,Male,India,Saint Louis University,Information Systems,2024-03-11 12:03:13,Team Allocated,1070,2024-03-02 04:56:13,2024-03-08 14:00:00
2024-01-05 05:18:11,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,2002-12-09,Female,India,saint louis university,Cyber Security,2024-03-11 12:03:13,Team Allocated,1070,2024-02-01 13:32:46,2024-03-08 14:00:00
2024-02-09 12:32:11,00000000-10GQ-RJHT-3G4S-BKGBY1,Freelance Mastery workshop,Event,2024-03-08 11:30:00,1995-01-18,Male,Ghana,Saint Louis University,Applied Financial Economics,2024-03-11 12:03:13,Team Allocated,1070,2024-02-09 14:03:49,2024-03-08 14:00:00
